"Timesheet Date","Annual Salary","Location Name","Timesheet Total Time","Timesheet Number Cost","Annual Salaried Shift Cost","Is Leave"
"2025-02-11","","Spitalfields","8.83","119.205","0","false"
"2025-02-11","£34,000.00","Borough","8.33","0","136.16346153846155","false"
"2025-02-11","","Selfridges","6.97","92.3525","0","false"
"2025-02-11","","Selfridges","7.05","88.125","0","false"
"2025-02-11","","Selfridges","8.1","101.25","0","false"
"2025-02-11","£29,000.00","Selfridges","7.92","0","110.42307692307693","false"
"2025-02-11","","Selfridges","7.4","98.05","0","false"
"2025-02-11","","Selfridges","6.6","87.45","0","false"
"2025-02-11","£40,000.00","Selfridges","7.15","0","137.50000000000003","false"
"2025-02-11","","Covent Garden","5.13","67.9725","0","false"
"2025-02-11","","Covent Garden","8.1","109.35","0","false"
"2025-02-11","","Covent Garden","7.62","100.965","0","false"
"2025-02-11","","Covent Garden","5.52","73.14","0","false"
"2025-02-11","","Borough","8.02","100.25","0","false"
"2025-02-11","","Spitalfields","8.5","112.625","0","false"
"2025-02-11","","Spitalfields","8.53","113.0225","0","false"
"2025-02-11","","Spitalfields","7.63","95.375","0","false"
"2025-02-11","","Spitalfields","7.98","99.75","0","false"
"2025-02-11","£33,000.00","Spitalfields","9","0","142.78846153846155","false"
"2025-02-11","£29,000.00","Spitalfields","3.83","0","53.39903846153847","false"
"2025-02-10","£29,000.00","JENKI CPU","7.5","0","104.56730769230771","true"
"2025-02-10","£29,000.00","Covent Garden","7.5","0","104.56730769230771","true"
"2025-02-10","£34,000.00","Borough","6.62","0","108.21153846153847","false"
"2025-02-10","","Borough","9.08","113.5","0","false"
"2025-02-10","","Borough","8.35","104.375","0","false"
"2025-02-10","","Borough","7.52","94","0","false"
"2025-02-10","£29,000.00","Spitalfields","8.5","0","118.50961538461539","false"
"2025-02-10","","Spitalfields","8.37","110.9025","0","false"
"2025-02-10","","Spitalfields","8.12","107.59","0","false"
"2025-02-10","£33,000.00","Spitalfields","7.5","0","118.99038461538463","false"
"2025-02-10","£55,000.00","JENKI CPU","8.33","0","220.26442307692307","false"
"2025-02-10","£26,000.00","JENKI CPU","7.35","0","91.875","false"
"2025-02-10","£26,000.00","JENKI CPU","7.28","0","91","false"
"2025-02-10","£26,000.00","JENKI CPU","7.42","0","92.75","false"
"2025-02-10","","Covent Garden","8.23","111.105","0","false"
"2025-02-10","","Covent Garden","4.45","55.625","0","false"
"2025-02-10","","Covent Garden","7.57","100.3025","0","false"
"2025-02-10","","Covent Garden","5.55","73.5375","0","false"
"2025-02-10","","Selfridges","6.98","92.485","0","false"
"2025-02-10","","Selfridges","7.17","95.0025","0","false"
"2025-02-10","£29,000.00","Selfridges","8.25","0","115.02403846153847","false"
"2025-02-10","","Selfridges","7.83","103.7475","0","false"
"2025-02-10","","Selfridges","7.5","99.375","0","false"
"2025-02-10","","Selfridges","6.28","78.5","0","false"
"2025-02-10","£40,000.00","Selfridges","7.93","0","152.50000000000003","false"
"2025-02-10","","Spitalfields","5.92","74","0","false"
"2025-02-10","","Spitalfields","6.1","76.25","0","false"
"2025-02-09","","Spitalfields","8","108","0","true"
"2025-02-09","","Spitalfields","8.5","112.625","0","false"
"2025-02-09","","Spitalfields","8.68","115.01","0","false"
"2025-02-09","","Borough","7.5","93.75","0","false"
"2025-02-09","£29,000.00","Selfridges","7.08","0","98.71153846153847","false"
"2025-02-09","","Selfridges","7.27","96.3275","0","false"
"2025-02-09","","Selfridges","7.22","97.47","0","false"
"2025-02-09","","Selfridges","5.25","69.5625","0","false"
"2025-02-09","","Spitalfields","7.77","102.9525","0","false"
"2025-02-09","","Spitalfields","6.98","92.485","0","false"
"2025-02-09","£33,000.00","Spitalfields","7","0","111.05769230769232","false"
"2025-02-09","","Spitalfields","10","132.5","0","false"
"2025-02-09","£34,000.00","Borough","7.5","0","122.59615384615385","false"
"2025-02-09","","Borough","6.15","76.875","0","false"
"2025-02-09","","Borough","8.47","105.875","0","false"
"2025-02-09","","Borough","8.93","111.625","0","false"
"2025-02-09","","Selfridges","6.67","88.3775","0","false"
"2025-02-09","","Covent Garden","4.93","61.625","0","false"
"2025-02-09","","Covent Garden","6.85","90.7625","0","false"
"2025-02-09","","Covent Garden","8.08","107.06","0","false"
"2025-02-09","","Covent Garden","5.97","79.1025","0","false"
"2025-02-09","£40,000.00","Selfridges","6.88","0","132.30769230769232","false"
"2025-02-08","","Spitalfields","8","108","0","true"
"2025-02-08","£29,000.00","Spitalfields","8","0","111.53846153846155","false"
"2025-02-08","","Spitalfields","7.57","100.3025","0","false"
"2025-02-08","","Borough","9.62","120.25","0","false"
"2025-02-08","","Spitalfields","8.65","114.6125","0","false"
"2025-02-08","","Spitalfields","8.5","112.625","0","false"
"2025-02-08","","Selfridges","8.08","107.06","0","false"
"2025-02-08","","Selfridges","8.27","109.5775","0","false"
"2025-02-08","","Selfridges","8.03","106.3975","0","false"
"2025-02-08","","Selfridges","6.43","85.1975","0","false"
"2025-02-08","","Selfridges","5.27","69.8275","0","false"
"2025-02-08","","Spitalfields","8.1","107.325","0","false"
"2025-02-08","","Borough","7.05","88.125","0","false"
"2025-02-08","","Borough","8.32","104","0","false"
"2025-02-08","","Borough","7","87.5","0","false"
"2025-02-08","","Spitalfields","9","121.5","0","false"
"2025-02-08","£29,000.00","Borough","6.1","0","85.04807692307692","false"
"2025-02-08","","Selfridges","8.23","102.875","0","false"
"2025-02-08","","Covent Garden","8.08","107.06","0","false"
"2025-02-08","","Covent Garden","3.82","47.75","0","false"
"2025-02-08","","Covent Garden","7.5","101.25","0","false"
"2025-02-08","","Covent Garden","5.35","70.8875","0","false"
"2025-02-07","","Spitalfields","8","108","0","true"
"2025-02-07","£26,000.00","JENKI CPU","8","0","100","true"
"2025-02-07","£55,000.00","JENKI CPU","8.02","0","212.06730769230765","false"
"2025-02-07","£26,000.00","JENKI CPU","7.28","0","91","false"
"2025-02-07","£26,000.00","JENKI CPU","7.3","0","91.25","false"
"2025-02-07","£29,000.00","Spitalfields","6.05","0","84.35096153846155","false"
"2025-02-07","","Spitalfields","8.5","112.625","0","false"
"2025-02-07","","Spitalfields","7.92","104.94","0","false"
"2025-02-07","£29,000.00","Borough","6.87","0","95.78365384615385","false"
"2025-02-07","","Spitalfields","8.97","121.095","0","false"
"2025-02-07","","Borough","5.95","74.375","0","false"
"2025-02-07","","Borough","7.38","92.25","0","false"
"2025-02-07","","Borough","6.33","79.125","0","false"
"2025-02-07","","Spitalfields","6","75","0","false"
"2025-02-07","","Spitalfields","7.7","102.025","0","false"
"2025-02-07","","Borough","8.72","109","0","false"
"2025-02-07","","Selfridges","6.92","93.42","0","false"
"2025-02-07","£29,000.00","Selfridges","7.5","0","104.56730769230771","false"
"2025-02-07","","Selfridges","8.57","113.5525","0","false"
"2025-02-07","","Selfridges","7.6","95","0","false"
"2025-02-07","","Selfridges","6.47","85.7275","0","false"
"2025-02-07","£40,000.00","Selfridges","8.5","0","163.46153846153848","false"
"2025-02-07","","Selfridges","7.28","91","0","false"
"2025-02-07","£29,000.00","JENKI CPU","7.62","0","106.24038461538463","false"
"2025-02-07","£29,000.00","Covent Garden","8.75","0","121.99519230769232","false"
"2025-02-07","","Covent Garden","5.48","68.5","0","false"
"2025-02-07","","Covent Garden","7.4","98.05","0","false"
"2025-02-07","","Covent Garden","5.5","74.25","0","false"
"2025-02-06","","Spitalfields","8","108","0","true"
"2025-02-06","£55,000.00","JENKI CPU","8.57","0","226.6105769230769","false"
"2025-02-06","£26,000.00","JENKI CPU","7.65","0","95.625","false"
"2025-02-06","£26,000.00","JENKI CPU","7.58","0","94.75","false"
"2025-02-06","£26,000.00","JENKI CPU","7.55","0","94.375","false"
"2025-02-06","£29,000.00","JENKI CPU","7.57","0","105.54326923076924","false"
"2025-02-06","£40,000.00","Selfridges","8.38","0","161.1538461538462","false"
"2025-02-06","","Selfridges","7.62","95.25","0","false"
"2025-02-06","","Selfridges","6.42","80.25","0","false"
"2025-02-06","","Selfridges","7.67","101.6275","0","false"
"2025-02-06","","Selfridges","8","108","0","false"
"2025-02-06","","Selfridges","7.18","95.135","0","false"
"2025-02-06","","Selfridges","7","92.75","0","false"
"2025-02-06","£29,000.00","Spitalfields","7.03","0","98.0144230769231","false"
"2025-02-06","£33,000.00","Spitalfields","8.45","0","134.0625","false"
"2025-02-06","","Spitalfields","8.58","113.685","0","false"
"2025-02-06","","Spitalfields","8.22","108.915","0","false"
"2025-02-06","","Spitalfields","6.17","77.125","0","false"
"2025-02-06","","Spitalfields","5.95","74.375","0","false"
"2025-02-06","","Covent Garden","5.38","67.25","0","false"
"2025-02-06","","Covent Garden","7.52","101.52","0","false"
"2025-02-06","","Covent Garden","5.42","71.815","0","false"
"2025-02-06","£29,000.00","Covent Garden","8.25","0","115.02403846153847","false"
"2025-02-06","","EVENTS","4.33","64.95","0","false"
"2025-02-06","£34,000.00","Borough","8.77","0","143.35576923076923","false"
"2025-02-06","£29,000.00","Borough","7.25","0","101.08173076923077","false"
"2025-02-06","","Borough","8.32","104","0","false"
"2025-02-06","","Borough","8.32","104","0","false"
"2025-02-05","£26,000.00","JENKI CPU","8","0","100","true"
"2025-02-05","£29,000.00","Covent Garden","8.37","0","116.69711538461539","false"
"2025-02-05","","Covent Garden","5.37","71.1525","0","false"
"2025-02-05","","Borough","8.58","107.25","0","false"
"2025-02-05","","Spitalfields","6.02","79.765","0","false"
"2025-02-05","£33,000.00","Spitalfields","9.5","0","150.72115384615387","false"
"2025-02-05","£34,000.00","Borough","7.32","0","119.65384615384616","false"
"2025-02-05","£29,000.00","Borough","8.87","0","123.66826923076923","false"
"2025-02-05","","Borough","8.73","109.125","0","false"
"2025-02-05","£29,000.00","Selfridges","8.33","0","116.13942307692308","false"
"2025-02-05","","Selfridges","7","94.5","0","false"
"2025-02-05","£55,000.00","JENKI CPU","8.88","0","234.8076923076923","false"
"2025-02-05","£26,000.00","JENKI CPU","7.18","0","89.75","false"
"2025-02-05","£26,000.00","JENKI CPU","7.1","0","88.75","false"
"2025-02-05","£29,000.00","JENKI CPU","7.1","0","98.99038461538461","false"
"2025-02-05","","Selfridges","8","106","0","false"
"2025-02-05","","Selfridges","7.85","98.125","0","false"
"2025-02-05","","Selfridges","7.43","98.4475","0","false"
"2025-02-05","","Selfridges","6.6","87.45","0","false"
"2025-02-05","","Covent Garden","7.37","97.6525","0","false"
"2025-02-05","","Covent Garden","5.38","71.285","0","false"
"2025-02-05","","Spitalfields","6.07","75.875","0","false"
"2025-02-05","","Spitalfields","7.78","97.25","0","false"
"2025-02-05","","Spitalfields","8.47","112.2275","0","false"
"2025-02-05","","Borough","6","75","0","false"
"2025-02-04","£26,000.00","JENKI CPU","8","0","100","true"
"2025-02-04","£55,000.00","JENKI CPU","7.7","0","203.60576923076923","false"
"2025-02-04","","Spitalfields","8.22","102.75","0","false"
"2025-02-04","£26,000.00","JENKI CPU","7.98","0","99.75","false"
"2025-02-04","","Borough","6.2","77.5","0","false"
"2025-02-04","","Borough","6","75","0","false"
"2025-02-04","","Borough","4.57","57.125","0","false"
"2025-02-04","£29,000.00","Borough","8.25","0","115.02403846153847","false"
"2025-02-04","","Spitalfields","7.75","104.625","0","false"
"2025-02-04","£34,000.00","Borough","8.25","0","134.85576923076923","false"
"2025-02-04","£29,000.00","JENKI CPU","8.37","0","116.69711538461539","false"
"2025-02-04","£26,000.00","JENKI CPU","7.95","0","99.375","false"
"2025-02-04","£29,000.00","Covent Garden","8.12","0","113.21153846153845","true"
"2025-02-04","","Covent Garden","5.65","74.8625","0","false"
"2025-02-04","","Borough","8","100","0","false"
"2025-02-04","","Covent Garden","7.57","102.195","0","false"
"2025-02-04","","Covent Garden","5.58","73.935","0","false"
"2025-02-04","£33,000.00","Spitalfields","9","0","142.78846153846155","false"
"2025-02-04","","Spitalfields","8.58","113.685","0","false"
"2025-02-04","","Spitalfields","8.55","106.875","0","false"
"2025-02-04","","Spitalfields","7.47","98.9775","0","false"
"2025-02-04","£29,000.00","Spitalfields","6.13","0","85.46634615384616","false"
"2025-02-04","","Selfridges","7.03","93.1475","0","false"
"2025-02-04","","Selfridges","7.1","88.75","0","false"
"2025-02-04","£29,000.00","Selfridges","8.67","0","120.87980769230771","false"
"2025-02-04","","Selfridges","7.75","102.6875","0","false"
"2025-02-04","","Selfridges","7.5","99.375","0","false"
"2025-02-04","","Selfridges","6.4","84.8","0","false"
"2025-02-03","£26,000.00","JENKI CPU","8","0","100","true"
"2025-02-03","£26,000.00","JENKI CPU","7.07","0","88.375","false"
"2025-02-03","£29,000.00","JENKI CPU","7.63","0","106.3798076923077","false"
"2025-02-03","£26,000.00","JENKI CPU","6.53","0","81.625","false"
"2025-02-03","£55,000.00","JENKI CPU","7.03","0","185.88942307692307","false"
"2025-02-03","£29,000.00","Spitalfields","7.5","0","104.56730769230771","false"
"2025-02-03","","Spitalfields","8","106","0","false"
"2025-02-03","£33,000.00","Spitalfields","6.02","0","95.50961538461539","false"
"2025-02-03","","Spitalfields","8.9","111.25","0","false"
"2025-02-03","","Spitalfields","8.33","104.125","0","false"
"2025-02-03","","Spitalfields","5.73","75.9225","0","false"
"2025-02-03","","Selfridges","7.13","94.4725","0","false"
"2025-02-03","£29,000.00","Selfridges","9.33","0","130.08173076923077","false"
"2025-02-03","","Selfridges","8.27","109.5775","0","false"
"2025-02-03","","Selfridges","7.48","99.11","0","false"
"2025-02-03","","Selfridges","7.42","92.75","0","false"
"2025-02-03","","Selfridges","6.58","87.185","0","false"
"2025-02-03","£34,000.00","Borough","10","0","163.46153846153845","false"
"2025-02-03","","Spitalfields","9","121.5","0","false"
"2025-02-03","","Borough","6.02","75.25","0","false"
"2025-02-03","","Borough","7.5","93.75","0","false"
"2025-02-03","£29,000.00","Covent Garden","7.7","0","107.35576923076924","false"
"2025-02-03","","Covent Garden","5.5","72.875","0","false"
"2025-02-03","","Covent Garden","7.53","99.7725","0","false"
"2025-02-03","","Covent Garden","5.53","73.2725","0","false"
"2025-02-02","£40,000.00","Selfridges","2.58","0","49.61538461538462","false"
"2025-02-02","","Selfridges","7.18","96.93","0","false"
"2025-02-02","","Selfridges","6.98","92.485","0","false"
"2025-02-02","","Selfridges","6.45","85.4625","0","false"
"2025-02-02","","Selfridges","6.5","86.125","0","false"
"2025-02-02","","Spitalfields","4","53","0","false"
"2025-02-02","","Spitalfields","6.5","86.125","0","false"
"2025-02-02","","Spitalfields","8.9","111.25","0","false"
"2025-02-02","","Borough","7.45","93.125","0","false"
"2025-02-02","","Spitalfields","5.02","62.75","0","false"
"2025-02-02","","Borough","5","62.5","0","false"
"2025-02-02","£33,000.00","Spitalfields","7","0","111.05769230769232","false"
"2025-02-02","","Covent Garden","5.18","64.75","0","false"
"2025-02-02","","Covent Garden","7.5","99.375","0","false"
"2025-02-02","","Covent Garden","7.4","98.05","0","false"
"2025-02-02","","Covent Garden","5.07","67.1775","0","false"
"2025-02-02","£29,000.00","Selfridges","7.42","0","103.45192307692308","false"
"2025-02-02","£29,000.00","Borough","6.4","0","89.23076923076924","false"
"2025-02-02","","Borough","8.97","112.125","0","false"
"2025-02-02","","Borough","6.07","75.875","0","false"
"2025-02-02","","Borough","7.42","92.75","0","false"
"2025-02-02","","Borough","4.38","54.75","0","false"
"2025-02-01","£40,000.00","Selfridges","2.58","0","49.61538461538462","false"
"2025-02-01","","Spitalfields","7.5","101.25","0","false"
"2025-02-01","","Borough","9.58","119.75","0","false"
"2025-02-01","","Spitalfields","8.53","113.0225","0","false"
"2025-02-01","","Spitalfields","8.5","112.625","0","false"
"2025-02-01","","Spitalfields","8.5","112.625","0","false"
"2025-02-01","£33,000.00","Spitalfields","7.53","0","119.46634615384617","false"
"2025-02-01","","Selfridges","8.13","101.625","0","false"
"2025-02-01","","Selfridges","8","100","0","false"
"2025-02-01","","Selfridges","8.1","107.325","0","false"
"2025-02-01","£29,000.00","Selfridges","8.53","0","118.92788461538461","false"
"2025-02-01","","Selfridges","6.68","88.51","0","false"
"2025-02-01","","Selfridges","5.47","72.4775","0","false"
"2025-02-01","","Covent Garden","5.28","66","0","false"
"2025-02-01","","Covent Garden","8.12","107.59","0","false"
"2025-02-01","","Covent Garden","7.45","98.7125","0","false"
"2025-02-01","","Covent Garden","5.53","69.125","0","false"
"2025-02-01","£34,000.00","Borough","7.5","0","122.59615384615385","false"
"2025-02-01","","Spitalfields","9","121.5","0","false"
"2025-02-01","","Borough","6","75","0","false"
"2025-02-01","","Borough","8.4","105","0","false"
"2025-02-01","","Borough","7.47","93.375","0","false"
"2025-01-31","£29,000.00","JENKI CPU","7.5","0","104.56730769230771","true"
"2025-01-31","","Spitalfields","6.13","81.2225","0","false"
"2025-01-31","£26,000.00","JENKI CPU","7.03","0","87.875","false"
"2025-01-31","","Borough","6.12","76.5","0","false"
"2025-01-31","","Borough","7.5","93.75","0","false"
"2025-01-31","","Spitalfields","9.32","125.82","0","false"
"2025-01-31","£34,000.00","Borough","8.5","0","138.9423076923077","false"
"2025-01-31","","Selfridges","7.25","97.875","0","false"
"2025-01-31","£29,000.00","Selfridges","7.25","0","101.08173076923077","false"
"2025-01-31","","Selfridges","8.28","109.71","0","false"
"2025-01-31","","Selfridges","6.7","83.75","0","false"
"2025-01-31","","Selfridges","4.75","62.9375","0","false"
"2025-01-31","","Selfridges","5.47","68.375","0","false"
"2025-01-31","£40,000.00","Selfridges","8","0","153.84615384615387","false"
"2025-01-31","","Spitalfields","8","106","0","false"
"2025-01-31","","Spitalfields","8.3","109.975","0","false"
"2025-01-31","£29,000.00","Spitalfields","4.52","0","63.01923076923077","false"
"2025-01-31","","Borough","6.03","75.375","0","false"
"2025-01-31","£33,000.00","Spitalfields","9.33","0","148.02403846153848","false"
"2025-01-31","£55,000.00","JENKI CPU","8.72","0","230.57692307692307","false"
"2025-01-31","£29,000.00","Covent Garden","4.5","0","62.74038461538462","false"
"2025-01-31","","Covent Garden","8.1","107.325","0","false"
"2025-01-31","","Covent Garden","7.52","101.52","0","false"
"2025-01-31","","Covent Garden","6.42","80.25","0","false"
"2025-01-30","£26,000.00","JENKI CPU","6.48","0","81","false"
"2025-01-30","£26,000.00","JENKI CPU","6.45","0","80.625","false"
"2025-01-30","£29,000.00","JENKI CPU","6.57","0","91.60096153846155","false"
"2025-01-30","£55,000.00","JENKI CPU","7.35","0","194.35096153846152","false"
"2025-01-30","","Borough","6.65","83.125","0","false"
"2025-01-30","","Borough","8.02","100.25","0","false"
"2025-01-30","£34,000.00","Borough","9","0","147.1153846153846","false"
"2025-01-30","£29,000.00","Borough","8.65","0","120.60096153846155","false"
"2025-01-30","£29,000.00","Covent Garden","8.25","0","115.02403846153847","false"
"2025-01-30","","Covent Garden","5.07","63.375","0","false"
"2025-01-30","","Covent Garden","7.75","104.625","0","false"
"2025-01-30","","Covent Garden","5.72","75.79","0","false"
"2025-01-30","","Spitalfields","2","30","0","false"
"2025-01-30","","Selfridges","6.78","89.835","0","false"
"2025-01-30","","Selfridges","6.97","92.3525","0","false"
"2025-01-30","","Selfridges","8","108","0","false"
"2025-01-30","","Selfridges","6.5","86.125","0","false"
"2025-01-30","","Selfridges","6.4","80","0","false"
"2025-01-30","","Selfridges","5.38","67.25","0","false"
"2025-01-30","£26,000.00","JENKI CPU","3.98","0","49.75","false"
"2025-01-30","£40,000.00","Selfridges","7.4","0","142.30769230769232","false"
"2025-01-30","£29,000.00","Spitalfields","6","0","83.65384615384616","false"
"2025-01-30","£33,000.00","Spitalfields","8","0","126.92307692307693","false"
"2025-01-30","","Spitalfields","8.45","111.9625","0","false"
"2025-01-30","","Spitalfields","8.67","108.375","0","false"
"2025-01-30","","Spitalfields","7.5","99.375","0","false"
"2025-01-30","","Spitalfields","6.05","80.1625","0","false"
"2025-01-29","","Spitalfields","8.05","108.675","0","false"
"2025-01-29","","Spitalfields","6.15","76.875","0","false"
"2025-01-29","","Spitalfields","8.65","108.125","0","false"
"2025-01-29","£29,000.00","Spitalfields","7.82","0","109.02884615384616","false"
"2025-01-29","£33,000.00","Spitalfields","6","0","95.19230769230771","false"
"2025-01-29","£29,000.00","Selfridges","8.13","0","113.35096153846156","false"
"2025-01-29","","Selfridges","7.25","97.875","0","false"
"2025-01-29","","Selfridges","8.08","101","0","false"
"2025-01-29","","Selfridges","6.48","81","0","false"
"2025-01-29","","Selfridges","6.5","81.25","0","false"
"2025-01-29","","Selfridges","5.38","67.25","0","false"
"2025-01-29","£26,000.00","JENKI CPU","7.22","0","90.25","false"
"2025-01-29","£26,000.00","JENKI CPU","7.08","0","88.5","false"
"2025-01-29","£26,000.00","JENKI CPU","7.02","0","87.75","false"
"2025-01-29","£29,000.00","JENKI CPU","7.12","0","99.26923076923077","false"
"2025-01-29","£55,000.00","JENKI CPU","7.78","0","205.72115384615384","false"
"2025-01-29","£34,000.00","Borough","7.48","0","122.26923076923077","false"
"2025-01-29","","Spitalfields","8.35","112.725","0","false"
"2025-01-29","","Borough","6.05","75.625","0","false"
"2025-01-29","£29,000.00","Borough","8.85","0","123.38942307692308","false"
"2025-01-29","£40,000.00","Selfridges","7.83","0","150.5769230769231","false"
"2025-01-29","£29,000.00","Covent Garden","8.37","0","116.69711538461539","false"
"2025-01-29","","Covent Garden","5.02","62.75","0","false"
"2025-01-29","","Covent Garden","7.73","104.355","0","false"
"2025-01-29","","Covent Garden","5.58","69.75","0","false"
"2025-01-29","","Borough","7.5","93.75","0","false"
"2025-01-28","£26,000.00","JENKI CPU","6.58","0","82.25","false"
"2025-01-28","","Spitalfields","8","108","0","false"
"2025-01-28","","Spitalfields","8.73","109.125","0","false"
"2025-01-28","","Spitalfields","8.38","104.75","0","false"
"2025-01-28","","Spitalfields","7.3","96.725","0","false"
"2025-01-28","","Spitalfields","5","66.25","0","false"
"2025-01-28","£29,000.00","Spitalfields","9","0","125.48076923076924","false"
"2025-01-28","£34,000.00","Borough","7.63","0","124.72115384615385","false"
"2025-01-28","£29,000.00","Borough","8.62","0","120.1826923076923","false"
"2025-01-28","","Borough","4.6","57.5","0","false"
"2025-01-28","","Borough","5.97","74.625","0","false"
"2025-01-28","£29,000.00","Covent Garden","8.47","0","118.09134615384617","false"
"2025-01-28","","Covent Garden","5.1","67.575","0","false"
"2025-01-28","","Covent Garden","7.7","102.025","0","false"
"2025-01-28","","Covent Garden","5.72","71.5","0","false"
"2025-01-28","£55,000.00","JENKI CPU","7","0","185.09615384615384","false"
"2025-01-28","£26,000.00","JENKI CPU","6.68","0","83.5","false"
"2025-01-28","£29,000.00","JENKI CPU","6.77","0","94.38942307692308","false"
"2025-01-28","£26,000.00","JENKI CPU","6.67","0","83.375","false"
"2025-01-28","","Selfridges","6.98","92.485","0","false"
"2025-01-28","","Selfridges","7.08","88.5","0","false"
"2025-01-28","","Selfridges","7.95","99.375","0","false"
"2025-01-28","","Selfridges","6.97","87.125","0","false"
"2025-01-28","","Selfridges","6.5","86.125","0","false"
"2025-01-28","","Selfridges","5.5","68.75","0","false"
"2025-01-28","£40,000.00","Selfridges","8","0","153.84615384615387","false"
"2025-01-28","","Spitalfields","5.95","78.8375","0","false"
"2025-01-27","£55,000.00","JENKI CPU","8.92","0","235.86538461538458","false"
"2025-01-27","£26,000.00","JENKI CPU","7.2","0","90","false"
"2025-01-27","£26,000.00","JENKI CPU","7.02","0","87.75","false"
"2025-01-27","£26,000.00","JENKI CPU","7.07","0","88.375","false"
"2025-01-27","£29,000.00","JENKI CPU","6.92","0","96.48076923076924","false"
"2025-01-27","£40,000.00","Selfridges","8","0","153.84615384615387","false"
"2025-01-27","","Selfridges","5.88","77.91","0","false"
"2025-01-27","£29,000.00","Selfridges","8.08","0","112.65384615384616","false"
"2025-01-27","","Selfridges","7.22","95.665","0","false"
"2025-01-27","","Selfridges","7.32","96.99","0","false"
"2025-01-27","","Selfridges","5.63","70.375","0","false"
"2025-01-27","","Selfridges","6.35","79.375","0","false"
"2025-01-27","","Spitalfields","6","79.5","0","false"
"2025-01-27","","Spitalfields","8.02","106.265","0","false"
"2025-01-27","","Spitalfields","8.58","107.25","0","false"
"2025-01-27","","Spitalfields","5.77","72.125","0","false"
"2025-01-27","","Spitalfields","7.32","96.99","0","false"
"2025-01-27","","Spitalfields","8.38","113.13","0","false"
"2025-01-27","£29,000.00","Borough","9.58","0","133.5673076923077","false"
"2025-01-27","","Spitalfields","8.33","112.455","0","false"
"2025-01-27","","Borough","5.02","62.75","0","false"
"2025-01-27","","Borough","7.5","93.75","0","false"
"2025-01-27","","Covent Garden","8.02","108.27","0","false"
"2025-01-27","","Covent Garden","5.05","63.125","0","false"
"2025-01-27","","Covent Garden","7.57","100.3025","0","false"
"2025-01-27","","Covent Garden","5.57","69.625","0","false"
"2025-01-27","£29,000.00","Covent Garden","7.83","0","109.16826923076924","false"
"2025-01-26","","Spitalfields","8.07","100.875","0","true"
"2025-01-26","","Selfridges","7.23","97.605","0","false"
"2025-01-26","","Selfridges","7.1","94.075","0","false"
"2025-01-26","","Selfridges","6.57","87.0525","0","false"
"2025-01-26","£34,000.00","Borough","6.2","0","101.34615384615385","false"
"2025-01-26","","Borough","5.75","71.875","0","false"
"2025-01-26","","Borough","8.75","109.375","0","false"
"2025-01-26","","Borough","7.27","90.875","0","false"
"2025-01-26","","Borough","4.38","54.75","0","false"
"2025-01-26","£29,000.00","Spitalfields","7.5","0","104.56730769230771","false"
"2025-01-26","","Covent Garden","6.97","87.125","0","false"
"2025-01-26","","Spitalfields","8.12","107.59","0","false"
"2025-01-26","","Spitalfields","9.15","121.2375","0","false"
"2025-01-26","","Borough","8.52","106.5","0","false"
"2025-01-26","","Covent Garden","6.05","75.625","0","false"
"2025-01-26","","Covent Garden","6.97","87.125","0","false"
"2025-01-26","","Covent Garden","5.03","62.875","0","false"
"2025-01-26","","Covent Garden","8.15","110.025","0","false"
"2025-01-26","","Spitalfields","7.55","94.375","0","false"
"2025-01-26","","Spitalfields","6.28","78.5","0","false"
"2025-01-26","","Spitalfields","6","79.5","0","false"
"2025-01-25","","Spitalfields","7.85","104.0125","0","true"
"2025-01-25","","Selfridges","6.93","91.8225","0","false"
"2025-01-25","£29,000.00","Selfridges","8.2","0","114.32692307692308","false"
"2025-01-25","","Selfridges","7.55","94.375","0","false"
"2025-01-25","","Selfridges","8.78","109.75","0","false"
"2025-01-25","","Selfridges","3.32","41.5","0","false"
"2025-01-25","","Selfridges","5.23","69.2975","0","false"
"2025-01-25","£29,000.00","Borough","6.52","0","90.90384615384616","false"
"2025-01-25","","Spitalfields","9.15","123.525","0","false"
"2025-01-25","","Borough","6.08","76","0","false"
"2025-01-25","","Borough","8.15","101.875","0","false"
"2025-01-25","","Borough","7.73","96.625","0","false"
"2025-01-25","","Spitalfields","8.5","112.625","0","false"
"2025-01-25","£29,000.00","Spitalfields","7.93","0","110.5625","false"
"2025-01-25","","Spitalfields","8.3","109.975","0","false"
"2025-01-25","","Spitalfields","9.72","131.22","0","false"
"2025-01-25","","Spitalfields","7.47","93.375","0","false"
"2025-01-25","","Spitalfields","6","79.5","0","false"
"2025-01-25","","Covent Garden","5.68","71","0","false"
"2025-01-25","","Borough","8.17","102.125","0","false"
"2025-01-25","","Covent Garden","7.43","100.305","0","false"
"2025-01-25","","Covent Garden","5.28","66","0","false"
"2025-01-24","","Spitalfields","7.55","94.375","0","false"
"2025-01-24","£29,000.00","Spitalfields","8.5","0","118.50961538461539","false"
"2025-01-24","","Spitalfields","8.5","112.625","0","false"
"2025-01-24","£33,000.00","Spitalfields","6","0","95.19230769230771","false"
"2025-01-24","","Spitalfields","8.67","117.045","0","false"
"2025-01-24","","Spitalfields","8","106","0","false"
"2025-01-24","","Selfridges","8.5","112.625","0","false"
"2025-01-24","","Selfridges","5.98","74.75","0","false"
"2025-01-24","","Selfridges","8.05","106.6625","0","false"
